Title,Rating,Price,Link,Specifications
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,"Microsoft Office Home and Student 2019, HP Documentation, HP SSRM, HP Smart, HP Support Assistant"
,,,,1 Year Onsite Warranty
,,
MSI Modern 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B11MO-093IN Thin and Ligh...,4.4,"Rs. 54,990",https://rukminim1.flixcart.com/image/312/312/klzhq4w0/computer/s/k/x/na-thin-and-light-laptop-msi-original-imagyzpcazfbmhjp.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"Cooler Boost, Hi-Res Audio, Nahimic 3, MSI Center"
,,,,1 Year Carry in Warranty
,,
Title,Rating,Price,Link,Specifications
HP 15s Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15s-dy3001TU Thin and Light Laptop,4.1,"Rs. 41,990",https://rukminim1.flixcart.com/image/312/312/kl5hh8w0/computer/l/u/x/hp-original-imagycknrhn3mvat.jpeg?q=70,Intel Core i3 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD
,,,,39.62 cm (15.6 inch) Display
,,,,"Microsoft Office Home & Student 2019, HP Documentation, HP BIOS Recovery, HP Smart"
,,,,1 Year Onsite Warranty
,,
ASUS VivoBook Ultra 14 Core i3 10th Gen - (4 GB/512 GB SSD/Windows 10 Home) X413JA-EK261T||X413JA-EB30...,4.3,"Rs. 41,990",https://rukminim1.flixcart.com/image/312/312/kh9gbrk0/computer/e/6/d/asus-na-thin-and-light-laptop-original-imafxbj7gbsraqzk.jpeg?q=70,Intel Core i3 Processor (10th Gen)
,,,,4 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"My Asus, Splendid, Tru2Life"
,,,,1 Year Onsite Warranty
,,
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graph...,4.4,"Rs. 62,990",https://rukminim1.flixcart.com/image/312/312/kk2wl8w0/computer/f/k/b/na-gaming-laptop-lenovo-original-imafzgdkvx9guy8q.jpeg?q=70,AMD Ryzen 5 Hexa Core Processor
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,Microsoft Office (Trial Only)
,,,,1 Year Onsite Warranty
,,
MSI Modern 14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-423IN Laptop,4.5,"Rs. 49,990",https://rukminim1.flixcart.com/image/312/312/kjabs7k0/computer/z/d/6/msi-original-imafywfypuwbubmn.jpeg?q=70,Intel Core i5 Processor (10th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"Cooler Boost, Nahimic 3, Creator Center"
,,,,1 Year Carry In Warranty
,,
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA ...,4.3,"Rs. 57,990",https://rukminim1.flixcart.com/image/312/312/kk2wl8w0/computer/f/k/b/na-gaming-laptop-lenovo-original-imafzgdkvx9guy8q.jpeg?q=70,AMD Ryzen 5 Hexa Core Processor
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD
,,,,39.62 cm (15.6 Inch) Display
,,,,Microsoft Office (Trial Only)
,,,,1 Year Onsite Warranty
,,
ASUS TUF Gaming A17 Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Ge...,4.5,"Rs. 62,990",https://rukminim1.flixcart.com/image/312/312/kamtsi80/computer/g/k/n/asus-original-imafs5qf3f5cdp5t.jpeg?q=70,AMD Ryzen 5 Hexa Core Processor
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,43.94 cm (17.3 inch) Display
,,,,1 Year Onsite Warranty
,,
Lenovo IdeaPad 3 Celeron Dual Core - (4 GB/256 GB SSD/Windows 10 Home) 15IGL05 Thin and Light Laptop,,"Rs. 35,590",https://rukminim1.flixcart.com/image/312/312/kbb49zk0/computer/x/m/y/lenovo-na-laptop-original-imafsnkx2tkh6vgm.jpeg?q=70,Intel Celeron Dual Core Processor
,,,,4 GB DDR4 RAM
,,,,Windows 10 Operating System
,,,,256 GB SSD
,,,,39.62 cm (15.6 Inch) Display
,,,,Microsoft Office Home & Student 2019
,,,,1 Year Warranty Term
,,
Lenovo Legion Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics) Y540-15IRH-PG...,4.2,"Rs. 59,990",https://rukminim1.flixcart.com/image/312/312/k9pynww0/computer/y/k/z/lenovo-legion-y540-gaming-laptop-original-imafrggru5fzzgyq.jpeg?q=70,Intel Core i5 Processor (9th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,Microsoft Office (Trial Only)
,,,,1 Year Onsite Warranty
,,
ASUS VivoBook Ultra 14 Core i5 10th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home/2 GB Graphic...,4.4,"Rs. 57,940",https://rukminim1.flixcart.com/image/312/312/kbfeljk0/computer/x/4/d/asus-original-imafss6cbuzbzpgf.jpeg?q=70,Intel Core i5 Processor (10th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"Microsoft Office Home and Student 2019, My Asus, Splendid, Tru2Life"
,,,,1 Year Onsite Warranty
,,
ASUS ROG Strix Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce...,4.9,"Rs. 1,40,990",https://rukminim1.flixcart.com/image/312/312/ks4yz680/computer/b/d/d/g513qm-hf406ts-gaming-laptop-asus-original-imag5s2db3engjgh.jpeg?q=70,AMD Ryzen 9 Octa Core Processor
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,1 Year Onsite Warranty
,,
ASUS ROG Strix G15 (2021) Ryzen 9 Octa Core R9-5900HX - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/...,4.6,"Rs. 1,02,990",https://rukminim1.flixcart.com/image/312/312/koudfgw0/computer/l/s/l/g513qe-hn115t-gaming-laptop-asus-original-imag37djathfqh4h.jpeg?q=70,AMD Ryzen 9 Octa Core Processor
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,1 Year Onsite Warranty
,,
lenovo Yoga 7 Core i7 11th Gen Intel EVO - (16 GB/512 GB SSD/Windows 10 Home) 14ITL5 2 in 1 Laptop,4.7,"Rs. 97,990",https://rukminim1.flixcart.com/image/312/312/kkimfm80/computer/q/g/o/na-2-in-1-laptop-lenovo-original-imafzua4zhhpyyz8.jpeg?q=70,Intel Evo platform feat 11th Gen Intel Core i7 processor
,,,,Intel Core i7 Processor (11th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Touchscreen Display
,,,,Microsoft Office Home and Student 2019
,,,,1 Year Onsite Warranty
,,
MSI Katana GF66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 30...,,"Rs. 99,990",https://rukminim1.flixcart.com/image/312/312/ktszgy80/computer/h/y/p/katana-gf66-11uc-628in-gaming-laptop-msi-original-imag72h6twsfjmyn.jpeg?q=70,Pre-installed Genuine Windows 10 Home OS
,,,,Intel Core i7 Processor (11th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB SSD
,,,,39.62 cm (15.6 inches) Display
,,,,"Cooler Boost 5, Hi-Res Audio, Nahimic 3, Speaker Tuning Engine, MSI Center"
,,,,2 Year Warranty Term
,,
HP Core i3 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15s-DU1516TU Thin and Light Laptop,4.4,"Rs. 44,990",https://rukminim1.flixcart.com/image/312/312/kbqu4cw0/computer/t/d/f/hp-original-imaftyzafphshjge.jpeg?q=70,Intel Core i3 Processor (10th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,"Microsoft Office Home and Student 2019, HP Documentation, HP BIOS Recovery, HP Smart, HP Support Assistant, Dropbox"
,,,,1 Year Onsite Warranty
,,
APPLE MacBook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A,4.7,"Rs. 88,990",https://rukminim1.flixcart.com/image/312/312/kp5sya80/screen-guard/tempered-glass/o/v/n/apple-macbook-air-m1-13-3-inch-lightwings-original-imag3gh5xftgbpg3.jpeg?q=70,Apple M1 Processor
,,,,8 GB DDR4 RAM
,,,,Mac OS Operating System
,,,,256 GB SSD
,,,,33.78 cm (13.3 inch) Display
,,,,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player"
,,,,1 Year Limited Warra­nty
,,
MSI Stealth 15M Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 30...,4,"Rs. 1,34,990",https://rukminim1.flixcart.com/image/312/312/ko7idu80/computer/i/h/u/stealth-15m-a11uek-227in-notebook-msi-original-imag2q57shrhyszs.jpeg?q=70,Intel Core i7 Processor (11th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,"Silver-Lining Print, Cooler Boost, Audio Boost, Dragon Center, Nahimic 3"
,,,,2 Year Warranty Term for Gaming & Content Creation (EU-WE)
,,
ASUS VivoBook Ultra K14 (2021) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) K413EA-EB302TS Thi...,4.3,"Rs. 44,990",https://rukminim1.flixcart.com/image/312/312/kmgn0cw0/computer/p/q/o/na-thin-and-light-laptop-asus-original-imagfcpagxqqe6zs.jpeg?q=70,Intel Core i3 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"Microsoft Office Home and Student 2019, Splendid, Tru2Life, MyASUS"
,,,,1 Year Onsite Warranty
,,
ASUS Core i3 10th Gen - (4 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) X515JA-EJ372TS Thin and Light...,4.2,"Rs. 39,990",https://rukminim1.flixcart.com/image/312/312/kjlrb0w0/computer/a/k/b/asus-original-imafz522ntfk9hwx.jpeg?q=70,Intel Core i3 Processor (10th Gen)
,,,,4 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,"Microsoft Office Home and Student 2019, System Diagnosis (All models), Splendid (All Models), Tru2Life (Intel Platform Models), Keyboard Hotkeys (All Models), AppDeals (All Models), Link to MyASUS (All Models, Bluetooth Needed)"
,,,,1 Year Onsite Warranty
,,
HP Pavilion Gaming Ryzen 7 Octa Core 4800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/...,4.5,"Rs. 80,990",https://rukminim1.flixcart.com/image/312/312/kbqu4cw0/computer/q/x/r/hp-original-imaftyzachgrav8f.jpeg?q=70,AMD Ryzen 7 Octa Core Processor
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,"Microsoft Office 2019 Home and Student, HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts, Dropbox, HP Audio Switch, HP Audio Boost"
,,,,1 Year Onsite Warranty
,,
lenovo Ideapad Slim 5i Core i5 11th Gen Intel EVO - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15ITL05...,4.4,"Rs. 68,500",https://rukminim1.flixcart.com/image/312/312/klfhk7k0/computer/w/u/x/na-thin-and-light-laptop-lenovo-original-imagyk4hedcydqx5.jpeg?q=70,Intel Evo platform feat 11th Gen Intel Core i5 processor
,,,,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,Microsoft Office Home and Student 2019
,,,,1 Year Onsite Warranty
,,
ASUS ROG Strix G15 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,4.5,"Rs. 84,990",https://rukminim1.flixcart.com/image/312/312/knqd3m80/computer/q/w/j/na-gaming-laptop-asus-original-imag2cg3ggnfzrze.jpeg?q=70,Intel Core i7 Processor (10th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,1 Year Onsite Warranty
,,
DELL Vostro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) Vostro 3400 Thin and Light L...,,"Rs. 61,990",https://rukminim1.flixcart.com/image/312/312/kn7sdjk0/computer/l/4/y/na-notebook-dell-original-imagfy6adtf9apuh.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inches) Display
,,,,1 Year Onsite Warranty
,,
HP Pavilion Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 10 Home) 15-eh1103AU Thin and Light La...,5,"Rs. 65,090",https://rukminim1.flixcart.com/image/312/312/ksru0sw0/computer/k/o/e/15-eh1103au-thin-and-light-laptop-hp-original-imag69q3fndch3kz.jpeg?q=70,AMD Ryzen 5 Hexa Core Processor
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,39.62 cm (15.6 Inch) Display
,,,,Microsoft Office Home & Student 2019
,,,,1 Year Onsite Warranty
,,
MSI Modern 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B11MO-093IN Thin and Ligh...,4.4,"Rs. 54,990",https://rukminim1.flixcart.com/image/312/312/klzhq4w0/computer/s/k/x/na-thin-and-light-laptop-msi-original-imagyzpcazfbmhjp.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"Cooler Boost, Hi-Res Audio, Nahimic 3, MSI Center"
,,,,1 Year Carry in Warranty
,,
Title,Rating,Price,Link,Specifications
ASUS VivoBook Ultra Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) KM413UA-EB502TS Thin a...,,"Rs. 58,990",https://rukminim1.flixcart.com/image/312/312/kmgn0cw0/computer/p/q/o/na-thin-and-light-laptop-asus-original-imagfcpagxqqe6zs.jpeg?q=70,AMD Ryzen 5 Hexa Core Processor
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"MyASUS, Office Home and Student 2019, Link to MyASUS, Splendid, Tru2Life"
,,,,1 Year Onsite Warranty
,,
DELL Inspiron Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Inspiron 5409 Thin an...,,"Rs. 77,850",https://rukminim1.flixcart.com/image/312/312/khkvukw0/computer/h/g/m/dell-na-thin-and-light-laptop-original-imafxk9bfcdnmgcu.jpeg?q=70,Intel Core i7 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,1 Year Onsite Warranty
,,
HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15s-FR2006TU Thin and Light Laptop,,"Rs. 47,990",https://rukminim1.flixcart.com/image/312/312/kdoup3k0/computer/e/v/p/hp-original-imafujjhdwjjh9j8.jpeg?q=70,Intel Core i3 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,"Microsoft Office Home & Student 2019, HP Documentation, HP BIOS Recovery"
,,,,1 Year Domestic Brand Warranty on Device
,,
lenovo Yoga 7 Core i7 11th Gen Intel EVO - (16 GB/512 GB SSD/Windows 10 Home) 14ITL5 2 in 1 Laptop,,"Rs. 97,990",https://rukminim1.flixcart.com/image/312/312/kkimfm80/computer/q/g/o/na-2-in-1-laptop-lenovo-original-imafzua4zhhpyyz8.jpeg?q=70,Intel Evo platform feat 11th Gen Intel Core i7 processor
,,,,Intel Core i7 Processor (11th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Touchscreen Display
,,,,Microsoft Office Home and Student 2019
,,,,1 Year Onsite Warranty
,,
acer Travelmate Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) TravelMate P214-53 Business Lapt...,,"Rs. 55,990",https://rukminim1.flixcart.com/image/312/312/kr58yvk0/computer/1/f/i/na-business-laptop-acer-original-imag5y57uuuaya3u.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,1 Year Carry in Warranty
,,
APPLE MacBook Pro Core i9 9th Gen - (16 GB/1 TB SSD/Mac OS Catalina/4 GB Graphics) MVVK2HN/A,,"Rs. 2,15,990",https://rukminim1.flixcart.com/image/312/312/k7xnukw0/computer/z/q/y/apple-na-laptop-original-imafq2efkbb4bwc8.jpeg?q=70,Intel Core i9 Processor (9th Gen)
,,,,16 GB DDR4 RAM
,,,,Mac OS Operating System
,,,,1 TB SSD
,,,,40.64 cm (16 inch) Display
,,,,"Built-in Apps: iMovie, Photos, GarageBand, Pages, Numbers, Keynote, Siri, Safari, Mail, FaceTime, Messages, Maps, News, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Music, Podcasts, TV, Books, App Store, Time Machine, Find My, QuickTime Player"
,,,,1 Year Onsite Warranty
,,
Lenovo IdeaPad Gaming 3i Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NV...,,"Rs. 65,990",https://rukminim1.flixcart.com/image/312/312/kay9bbk0/computer/b/v/9/lenovo-na-gaming-laptop-original-imafsegfnebzmpac.jpeg?q=70,Intel Core i5 Processor (10th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,1 Year Onsite Warranty
,,
MSI Stealth 15M Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 30...,,"Rs. 1,34,990",https://rukminim1.flixcart.com/image/312/312/ko7idu80/computer/i/h/u/stealth-15m-a11uek-227in-notebook-msi-original-imag2q57shrhyszs.jpeg?q=70,Intel Core i7 Processor (11th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,"Silver-Lining Print, Cooler Boost, Audio Boost, Dragon Center, Nahimic 3"
,,,,2 Year Warranty Term for Gaming & Content Creation (EU-WE)
,,
Lenovo Ideapad Slim 3i (2021) Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) IdeaPad 3 15ITL6 Th...,,"Rs. 58,690",https://rukminim1.flixcart.com/image/312/312/kpft18w0/computer/r/9/k/na-thin-and-light-laptop-lenovo-original-imag3zd4czyzjyed.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,39.62 cm (15.6 Inch) Display
,,,,Microsoft Office Home and Student 2019
,,,,1 Year Onsite Warranty
,,
MSI GF65 Thin Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060...,,"Rs. 1,09,990",https://rukminim1.flixcart.com/image/312/312/ktszgy80/computer/a/4/a/gf65-thin-10ue-410in-gaming-laptop-msi-original-imag72h6wn7ktgzy.jpeg?q=70,Intel Core i7 Processor (10th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,"PCI-e SSD (NVMe) ready,SHIFT,Silver-Lining Print,Cooler Boost 5,Audio Boost,Dragon Center,Nahimic 3,Narrow Bezel, 144Hz Panel"
,,,,2 Year Warranty Term
,,
MSI Modern 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B11MO-093IN Thin and Ligh...,,"Rs. 54,990",https://rukminim1.flixcart.com/image/312/312/klzhq4w0/computer/s/k/x/na-thin-and-light-laptop-msi-original-imagyzpcazfbmhjp.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"Cooler Boost, Hi-Res Audio, Nahimic 3, MSI Center"
,,,,1 Year Carry in Warranty
,,
lenovo Ideapad Slim 5i Core i5 11th Gen Intel EVO - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15ITL05...,,"Rs. 68,500",https://rukminim1.flixcart.com/image/312/312/klfhk7k0/computer/w/u/x/na-thin-and-light-laptop-lenovo-original-imagyk4hedcydqx5.jpeg?q=70,Intel Evo platform feat 11th Gen Intel Core i5 processor
,,,,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,Microsoft Office Home and Student 2019
,,,,1 Year Onsite Warranty
,,
Lenovo Legion Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics) Y540-15IRH-PG...,,"Rs. 59,990",https://rukminim1.flixcart.com/image/312/312/k9pynww0/computer/y/k/z/lenovo-legion-y540-gaming-laptop-original-imafrggru5fzzgyq.jpeg?q=70,Intel Core i5 Processor (9th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,Microsoft Office (Trial Only)
,,,,1 Year Onsite Warranty
,,
HP 14s Ryzen 3 Quad Core 4300U - (8 GB/512 GB SSD/Windows 10 Home) 14s-fr0016AU Thin and Light Laptop,,"Rs. 45,990",https://rukminim1.flixcart.com/image/312/312/kgzg8sw0/computer/z/j/j/hp-14s-fr0009au-laptop-original-imafx3rhqwgwzwgy.jpeg?q=70,AMD Ryzen 3 Quad Core Processor
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"Microsoft Office 2019 and Office 365, HP Smart, HP Documentation, HP SSRM"
,,,,1 Year Onsite Warranty
,,
MSI Modern 14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-423IN Laptop,,"Rs. 49,990",https://rukminim1.flixcart.com/image/312/312/kjabs7k0/computer/z/d/6/msi-original-imafywfypuwbubmn.jpeg?q=70,Intel Core i5 Processor (10th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"Cooler Boost, Nahimic 3, Creator Center"
,,,,1 Year Carry In Warranty
,,
MSI Prestige 14 EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) Prestige 14 Evo A11M-436IN T...,,"Rs. 79,990",https://rukminim1.flixcart.com/image/312/312/klzhq4w0/computer/v/u/l/na-thin-and-light-laptop-msi-original-imagyzqagngnrnzh.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,16 GB LPDDR4X RAM
,,,,64 bit Windows 10 Operating System
,,,,512 GB SSD
,,,,35.56 cm (14 inch) Display
,,,,"Cooler Boost 3, Finger Print Security, True Color 2.0, Hi-Res Audio, Nahimic 3, MSI Center"
,,,,1 Year Carry in Warranty
,,
DELL Inspiron Core i5 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10 Home) Inspiron 3501 Thin and Lig...,,"Rs. 54,990",https://rukminim1.flixcart.com/image/312/312/kl5hh8w0/computer/i/5/o/dell-original-imagychcwdg562a7.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,4 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,Microsoft Office Home and Student 2019
,,,,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail"
,,
DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10/2 GB Graphics) INSPIRON 3501 Thi...,,"Rs. 65,290",https://rukminim1.flixcart.com/image/312/312/knm2s280/computer/m/p/g/inspiron-3501-notebook-dell-original-imag29azafkdgysg.jpeg?q=70,Intel Core i5 Processor (11th Gen)
,,,,8 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB HDD|256 GB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,1 Year Onsite Warranty
,,
ASUS ROG Strix G15 (2020) Octa Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA...,,"Rs. 89,990",https://rukminim1.flixcart.com/image/312/312/knj7wcw0/computer/p/5/m/na-thin-and-light-laptop-asus-original-imag26ubgqxnpbjv.jpeg?q=70,Intel Octa Core i7 Processor (10th Gen)
,,,,16 GB DDR4 RAM
,,,,64 bit Windows 10 Operating System
,,,,1 TB SSD
,,,,39.62 cm (15.6 inch) Display
,,,,1 Year Onsite Warranty
,,
acer Swift 5 Core i7 11th Gen Intel EVO - (16 GB/1 TB SSD/Windows 10 Home) SF514-55TA-72VG Thin and Li...,,"Rs. 97,999",https://rukminim1.flixcart.com/image/312/312/kgzg8sw0/computer/3/v/s/acer-na-thin-and-light-laptop-original-imafx3cqwwaev4hs.jpeg?q=70,Intel Evo platform feat 11th Gen Intel Core i7 processor
,,,,Intel Core i7 Processor (11th Gen)
,,,,16 GB LPDDR4X RAM
,,,,64 bit Windows 10 Operating System
